Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
1426,Jûstmonk,Blood Elf,Monk,ATARI,Horde,Ragnaros,EU,,Windwalker,12523.40
1427,Larcenist,Human,Rogue,Immortal Might,Alliance,Lightbringer,US,,Subtlety,12523.30
1428,Èntei,Blood Elf,Paladin,DRIVE BY THUGS,Horde,Defias Brotherhood,EU,,Retribution,12523.30
1429,Convale,Blood Elf,Demon Hunter,COMMEND ME,Horde,Barthilas,OC,,Havoc,12523.30
1430,Ressh,Undead,Monk,Hard In The Paint,Horde,Arthas,US,,Windwalker,12523.10
1431,Lilithqt,Blood Elf,Rogue,Blutpakt,Horde,Thrall,EU,DE,Subtlety,12522.90
1432,Angelist,Blood Elf,Mage,Fusion,Horde,Barthilas,OC,,Arcane,12522.80
1433,Battamàn,Human,Monk,Nova Gravity,Alliance,Well of Eternity,EU,,Windwalker,12522.80
1434,Kyíro,Troll,Warlock,Aurora Nox,Horde,Kazzak,EU,,Affliction,12522.60
1435,Bissi,Blood Elf,Rogue,Made in China,Horde,Azralon,US,BR,Outlaw,12522.20
1436,Сосисичка,Blood Elf,Rogue,Белые волки,Horde,Галакронд,EU,RU,Outlaw,12521.70
1437,Tune,Undead,Rogue,Nordrassil Refugees,Horde,Ragnaros,EU,,Outlaw,12521.50
1438,Largepvpness,Troll,Hunter,Beacon,Horde,Ner'zhul,US,,Survival,12521.10
1439,Арулан,Night Elf,Demon Hunter,Фан Мод,Alliance,Гордунни,EU,RU,Havoc,12520.60
1440,Retyl,Orc,Hunter,Innominatum,Horde,Twisting Nether,EU,,Beast Mastery,12520.60
1441,Morwèn,Blood Elf,Rogue,Morwèn Bank,Horde,Archimonde,EU,FR,Subtlety,12520.50
1442,Mixu,Undead,Warlock,Unicorn Seven,Horde,Illidan,US,,Affliction,12519.90
1443,Magsmonk,Blood Elf,Monk,Untold Prophecy,Horde,Zul'jin,US,,Windwalker,12519.70
1444,Stabagore,Blood Elf,Rogue,Bad Guys,Horde,Mal'Ganis,US,,Subtlety,12519.20
1445,Fínally,Troll,Mage,macht DRUCK,Horde,Taerar,EU,DE,Arcane,12519.10
1446,Магнумэ,Worgen,Hunter,Гидеон,Alliance,Азурегос,EU,RU,Survival,12518.70
1447,Shadðwx,Troll,Rogue,Ouagaga,Horde,Hyjal,EU,FR,Outlaw,12518.30
1448,Cadogan,Blood Elf,,Convention,Horde,Onyxia,EU,DE,Frost,12518.20
1449,Stabacadabra,Blood Elf,Rogue,Abrasive,Horde,Bloodhoof,US,,Outlaw,12518.10
1449,Andtaran,Blood Elf,,Mass Darkness,Horde,Crushridge,US,,Frost,12518.10
1451,Lilwickedy,Blood Elf,Rogue,Avid,Horde,Illidan,US,,Outlaw,12518.10
1452,Markxliud,Troll,Warlock,Catalysts,Horde,Mal'Ganis,US,,Affliction,12517.80
1453,Croníx,Blood Elf,,Vanity,Horde,Mal'Ganis,EU,DE,Frost,12517.40
1454,Buttjones,Undead,Rogue,Subseq,Horde,Area 52,US,,Subtlety,12517.40
1455,Kokushii,Blood Elf,Rogue, ,Horde,Draenor,EU,,Subtlety,12517.10
1456,Negative,Blood Elf,Demon Hunter,Imba,Horde,Lightning's Blade,US,,Havoc,12516.90
1457,Fullytilted,Blood Elf,Demon Hunter,Pho,Horde,Zul'jin,US,,Havoc,12516.90
1458,Mop,Blood Elf,,The Wall,Horde,Emerald Dream,US,,Frost,12516.90
1459,Lucian,Blood Elf,Paladin,BlackLabel,Horde,Frostwolf,EU,DE,Retribution,12516.90
1460,Bukklao,Troll,Warlock,Divergence,Horde,Area 52,US,,Affliction,12516.60
1461,Winchêster,Human,Hunter,Honesty,Alliance,Kargath,EU,DE,Survival,12516.50
1462,Pall,Dwarf,Rogue,Sovereign Imperium,Alliance,Kel'Thuzad,US,,Outlaw,12516.10
1463,Maveryk,Blood Elf,Demon Hunter,Friendship Parsing,Horde,Mal'Ganis,US,,Havoc,12516.10
1464,Illidardi,Night Elf,Demon Hunter,The Last Watch,Alliance,Frostmourne,OC,,Havoc,12515.90
1465,Darkrave,Void Elf,Rogue,The Academy of Aze..,Alliance,Antonidas,EU,DE,Outlaw,12515.80
1466,Spaggiarï,Blood Elf,Rogue,ZULUL Warriors,Horde,Hyjal,EU,FR,Outlaw,12515.70
1467,Havoc,Night Elf,Demon Hunter,Apatheia,Alliance,Khadgar,US,,Havoc,12515.60
1468,Asxa,Blood Elf,,Epoch,Horde,Wyrmrest Accord,US,,Frost,12515.30
1469,Tsukûyomi,Goblin,Rogue,Redemption,Horde,Vol'jin,EU,FR,Outlaw,12514.90
1470,Nernu,Blood Elf,Monk,Paradise,Horde,Aegwynn,US,,Windwalker,12514.60
1471,Saul,Blood Elf,Monk,The First Order,Horde,Stormscale,EU,,Windwalker,12514.60
1472,Yuzumi,Blood Elf,Rogue,Disturbed,Horde,Arygos,EU,DE,Subtlety,12514.50
1473,Basscannon,Human,Rogue,Shift,Alliance,Frostmourne,OC,,Subtlety,12514.40
1474,Baytore,Troll,Warlock,Guiles Theme Song,Horde,Mal'Ganis,US,,Affliction,12514.30
1475,Sockdog,Void Elf,Warlock,BIG CITY LIFE,Alliance,Terokkar,EU,,Affliction,12513.70
1476,Xylezrog,Human,Rogue,Death Jesters,Alliance,Stormrage,US,,Outlaw,12513.70
1477,Azshëlana,Blood Elf,Demon Hunter,Dissonance,Horde,Archimonde,EU,FR,Havoc,12512.90
1478,Hüggý,Blood Elf,Rogue,Proper PoHNage,Horde,Twisting Nether,EU,,Outlaw,12512.90
1479,Punkera,Blood Elf,Rogue,Damnation,Horde,Azralon,US,BR,Subtlety,12512.70
1480,Doomninja,Orc,Rogue,Mediocracy,Horde,Anetheron,US,,Outlaw,12512.60
1481,Backsmacked,Blood Elf,Rogue,Because The Implic..,Horde,Kilrogg,US,,Outlaw,12512.60
1482,Mataigrasa,Blood Elf,Rogue,Try Harder,Horde,Draenor,EU,,Subtlety,12512.30
1483,Bracius,Troll,Warlock,Deliverance,Horde,Stormreaver,EU,,Affliction,12512.20
1484,Виранэль,Blood Elf,Rogue,Маршрутка до Оргри..,Horde,Ревущий фьорд,EU,RU,Outlaw,12512.20
1485,Fèaver,Night Elf,Demon Hunter,Avenger,Alliance,Frostmourne,OC,,Havoc,12511.60
1486,Crankthathog,Blood Elf,Demon Hunter,Evocati,Horde,Area 52,US,,Havoc,12511.50
1487,Callmehorst,Troll,Warlock,Panta Rheî,Horde,Drak'thul,EU,,Affliction,12510.80
1488,Snèakyboy,Blood Elf,Rogue,Village Idiot,Horde,Chamber of Aspects,EU,,Subtlety,12510.60
1489,Henzö,Blood Elf,Rogue,Border Line,Horde,Dalaran,EU,FR,Subtlety,12510.40
1490,Skyfist,Human,Monk,Storm,Alliance,Stormrage,US,,Windwalker,12510.20
1491,Zanteful,Blood Elf,Demon Hunter,Waít for it,Horde,Ysondre,EU,FR,Havoc,12509.50
1492,Aeneid,Human,Monk,Cease and Desist,Alliance,Aszune,EU,,Windwalker,12509.50
1493,Tailidari,Night Elf,Demon Hunter,ZERG,Alliance,Minahonda,EU,ES,Havoc,12509.50
1494,Walshelle,Void Elf,Rogue,Delete,Alliance,Kel'Thuzad,US,,Subtlety,12509.40
1495,Krkaen,Void Elf,Rogue,Djungelpatrullen,Alliance,Ravencrest,EU,,Outlaw,12509.30
1495,Naníí,Blood Elf,Monk,Skill Not Loading,Horde,Hyjal,EU,FR,Windwalker,12509.30
1497,Nuo,Undead,Rogue,The Wooly Mammoth,Horde,Barthilas,OC,,Subtlety,12509.20
1498,Adabelo,Dwarf,Paladin,Ambition,Alliance,Sargeras,US,,Retribution,12508.40
1499,Olynn,Undead,Rogue,Clique,Horde,Draenor,EU,,Subtlety,12508.40
1500,Daisuke,Human,Rogue,NerZ,Alliance,Dun Modr,EU,ES,Outlaw,12508.30
1501,Eneli,Blood Elf,Rogue,Square,Horde,Hyjal,EU,FR,Outlaw,12508.20
1502,Inzha,Void Elf,Mage,Stormwind Fried Ch..,Alliance,Ravencrest,EU,,Arcane,12507.70
1503,Thugwalker,Dwarf,Monk,Reload,Alliance,Dalaran,US,,Windwalker,12507.70
1504,Xaphon,Blood Elf,Rogue,Vanguard,Horde,Kazzak,EU,,Subtlety,12507.50
1505,Ravìus,Orc,Warlock,Crysis,Horde,Burning Legion,EU,,Affliction,12507.40
1506,Злючок,Blood Elf,Paladin,Октагон,Horde,Свежеватель Душ,EU,RU,Retribution,12506.80
1507,Noonè,Human,Rogue,Asgard,Alliance,Frostmourne,OC,,Subtlety,12506.70
1508,Dolanz,Blood Elf,Demon Hunter,NollTvåTre,Horde,Tarren Mill,EU,,Havoc,12506.50
1509,Frèyâ,Blood Elf,Demon Hunter,Medieval,Horde,Illidan,US,,Havoc,12506.30
1510,Salilsawarim,Dwarf,Rogue,Everything is Fine,Alliance,Whisperwind,US,,Subtlety,12505.60
1511,Likie,Blood Elf,Rogue, ,Horde,Twisting Nether,EU,,Outlaw,12505.40
1512,Koxy,Night Elf,Rogue,Honolulu,Alliance,Sylvanas,EU,,Subtlety,12505.30
1513,Skozqt,Blood Elf,Rogue,Plagueis,Horde,Archimonde,EU,FR,Subtlety,12504.90
1514,Jooseboxx,Night Elf,Demon Hunter,Reload,Alliance,Dalaran,US,,Havoc,12504.80
1515,Lairdzera,Blood Elf,Rogue,Born in Shadowmoon,Horde,Azralon,US,BR,Subtlety,12504.80
1516,Sorki,Orc,Rogue,Adapt,Horde,Draenor,EU,,Outlaw,12504.70
1517,Saabath,Blood Elf,Demon Hunter,Uplifting Legacy,Horde,Zul'jin,US,,Havoc,12504.50
1518,Makrofury,Night Elf,Rogue,ACE,Alliance,Frostmourne,OC,,Outlaw,12504.20
1518,Poisondude,Nightborne,Rogue,Cute Cats,Horde,Draenor,EU,,Outlaw,12504.20
1520,Shaity,Void Elf,Monk,First Light,Alliance,Dun Modr,EU,ES,Windwalker,12503.90
1521,Rastasting,Blood Elf,Hunter,Half Credit,Horde,Area 52,US,,Survival,12503.60
1522,Whipwhop,Human,Rogue,Shadow Munchers,Alliance,Silvermoon,EU,,Subtlety,12503.50
1523,Arilius,Blood Elf,Rogue,ist fast stubenrein,Horde,Blackrock,EU,DE,Outlaw,12503.40
1524,Minghuh,Pandaren,Rogue,Negatory,Horde,Area 52,US,,Outlaw,12502.70
1525,Sperg,Blood Elf,Warlock,The LADS,Horde,Draka,US,,Affliction,12502.70
1526,Rael,Troll,Warlock,Smooth Jazz,Horde,Maelstrom,US,,Affliction,12502.50
1527,Donateblood,Undead,Rogue,Ease,Horde,Tirion,EU,DE,Subtlety,12501.90
1528,Démont,Blood Elf,Demon Hunter,Bloody Wrath,Horde,Blackhand,EU,DE,Havoc,12501.50
1529,Furjinx,Troll,Warlock,Slack,Horde,Stormreaver,EU,,Affliction,12501.30
1530,Sgtrage,Void Elf,Warlock,Pandamonium,Alliance,Magtheridon,US,,Affliction,12501.30
1531,Victorylap,Tauren,Monk,Autumn,Horde,Kil'Jaeden,US,,Windwalker,12501.20
1532,Shinzou,Orc,Warrior,Makers of Legends,Horde,Kazzak,EU,,Arms,12500.70
1533,Drizzrogue,Blood Elf,Rogue, ,Horde,Barthilas,OC,,Subtlety,12500.30
1534,Monkymo,Troll,Monk,Bound by Blood,Horde,Tarren Mill,EU,,Windwalker,12500.10
1535,Haacy,Night Elf,Rogue,Klovner i Kamp,Alliance,Silvermoon,EU,,Subtlety,12499.70
1536,Draenosh,Orc,Monk,Noted,Horde,Mug'thol,US,,Windwalker,12499.60
1537,Bigcory,Orc,Monk,Equivalent Xchange,Horde,Zul'jin,US,,Windwalker,12498.80
1538,Darktheist,Void Elf,Warlock,No Hard Feelings,Alliance,Silvermoon,EU,,Affliction,12498.30
1539,Помпол,Orc,Rogue,Мрак,Horde,Ревущий фьорд,EU,RU,Outlaw,12498.30
1540,Kronklez,Blood Elf,Warlock,Blood Legion,Horde,Illidan,US,,Affliction,12497.90
1541,Vâlanel,Void Elf,Rogue,Covenant,Alliance,Blackmoore,EU,DE,Outlaw,12497.60
1542,Sieghardt,Blood Elf,Rogue,Mimic,Horde,Zul'jin,US,,Outlaw,12497.50
1543,Kelzàn,Blood Elf,Rogue,Quichons,Horde,Ysondre,EU,FR,Subtlety,12497.10
1544,Hampz,Pandaren,Rogue,Evergarden,Horde,Barthilas,OC,,Subtlety,12496.50
1545,Весёлая,Human,Rogue,Симбиоз,Alliance,Гордунни,EU,RU,Outlaw,12496.40
1546,Dwizi,Blood Elf,Demon Hunter,Unic,Horde,Gorgonnash,EU,DE,Havoc,12496.40
1547,Alna,Blood Elf,Rogue,Les Sang Papiers,Horde,Cho'gall,EU,FR,Subtlety,12496.30
1548,Xamt,Void Elf,Rogue,Organized Chaøs,Alliance,Stormrage,US,,Subtlety,12496.30
1549,Sloyde,Tauren,Paladin,Back to Business,Horde,Eldre'thalas,EU,FR,Retribution,12496.30
1550,Camilla,Night Elf,Demon Hunter,Requiem,Alliance,Doomhammer,EU,,Havoc,12496.20
1551,Myekin,Blood Elf,Rogue,Myrmidons,Horde,Tichondrius,US,,Subtlety,12496.20
1552,Diceme,Nightborne,Rogue,Massacre,Horde,Turalyon,US,,Outlaw,12496.10
1553,Fahima,Blood Elf,Demon Hunter,Gambit,Horde,Thrall,EU,DE,Havoc,12495.70
1554,Immuu,Void Elf,Rogue, ,Alliance,Stormrage,US,,Outlaw,12495.50
1555,Tirkr,Blood Elf,Demon Hunter,Anomaly,Horde,Azralon,US,BR,Havoc,12495.30
1556,Extort,Blood Elf,Paladin,Internet Champions,Horde,Bleeding Hollow,US,,Retribution,12494.90
1557,Rexxine,Blood Elf,Rogue,genuine,Horde,Blackrock,EU,DE,Subtlety,12494.70
1558,Rake,Worgen,Rogue,EquinoX,Alliance,Madmortem,EU,DE,Outlaw,12494.50
1559,Mezakabul,Blood Elf,Rogue,Tabbed Out,Horde,Bleeding Hollow,US,,Outlaw,12494.50
1560,Gozorboros,Blood Elf,Demon Hunter,Beta Tested Your G..,Horde,Smolderthorn,US,,Havoc,12493.80
1561,Sullet,Night Elf,Rogue,Antithesis,Alliance,Darrowmere,US,,Outlaw,12493.70
1562,Xpulsia,Blood Elf,Demon Hunter,Servants of the Void,Horde,Blackmoore,EU,DE,Havoc,12493.70
1563,Dreamlost,Troll,Warlock,Teh Slax,Horde,Arthas,US,,Affliction,12493.60
1564,Funkybigbaws,Troll,Warlock,Fade,Horde,Stormreaver,EU,,Affliction,12493.50
1565,Бандикутик,Night Elf,Demon Hunter,Адамантан,Alliance,Борейская тундра,EU,RU,Havoc,12493.40
1566,Camgirl,Blood Elf,Rogue,Winds of Creation,Horde,Talnivarr,EU,,Outlaw,12493.40
1567,Lynth,Blood Elf,,Damnation,Horde,Azralon,US,BR,Frost,12493.20
1568,Ùv,Troll,Warlock,BloodSport,Horde,Ragnaros,EU,,Affliction,12492.90
1569,Zireael,Void Elf,Rogue,RIP in Peace,Alliance,Sargeras,US,,Subtlety,12492.80
1570,Senizen,Blood Elf,Monk,As Is Tradition,Horde,Thrall,US,,Windwalker,12492.60
1571,Виндовозка,Human,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Outlaw,12492.40
1572,Nonuse,Blood Elf,Rogue,Raptor Logic,Horde,Sunstrider,EU,,Subtlety,12491.90
1573,Liight,Blood Elf,Rogue,DarkZone,Horde,Zul'jin,EU,ES,Subtlety,12491.80
1574,Levî,Human,Rogue,Requiem,Alliance,Doomhammer,EU,,Outlaw,12491.80
1575,Синьхай,Pandaren,Rogue,Рак Гейминг,Horde,Король,EU,RU,Outlaw,12491.40
1576,Martén,Orc,Hunter,untitled spreadsheet,Horde,Eredar,EU,DE,Beast Mastery,12491.20
1577,Блэйдесс,Undead,Rogue,Таке Ме То Починки,Horde,Ревущий фьорд,EU,RU,Subtlety,12491.20
1578,Lilithyra,Blood Elf,Demon Hunter,Epoch,Horde,Wyrmrest Accord,US,,Havoc,12490.80
1579,Dojjie,Blood Elf,Rogue,Disconnect,Horde,Area 52,US,,Subtlety,12490.80
1580,Lockthebbq,Troll,Warlock,Crew,Horde,Tarren Mill,EU,,Affliction,12490.60
1581,Zinck,Void Elf,Rogue,Avengers of Light,Alliance,Eonar,EU,,Outlaw,12490.60
1582,Feychao,Blood Elf,Rogue,positive vibes,Horde,Blackmoore,EU,DE,Outlaw,12490.50
1583,Loktark,Orc,Rogue,AfterLife,Horde,Blackrock,US,,Outlaw,12490.30
1584,Clausfiesta,Orc,Rogue, ,Horde,Kazzak,EU,,Subtlety,12490.30
1585,Itharabe,Human,Rogue,Bloody Tearz,Alliance,Dalaran,EU,FR,Outlaw,12490.20
1586,Unbe,Undead,Rogue,Indomitable,Horde,Tarren Mill,EU,,Outlaw,12490.20
1587,Bearpong,Pandaren,Monk,OOB,Alliance,Kael'thas,US,,Windwalker,12490.10
1588,Aardën,Pandaren,Rogue,The Sanctuary,Alliance,Dalaran,US,,Outlaw,12489.90
1589,Alastore,Human,Rogue,La Garde de Tyr,Alliance,Marécage de Zangar,EU,FR,Subtlety,12489.60
1590,Animechan,Blood Elf,Rogue, ,Horde,Blackhand,EU,DE,Subtlety,12489.60
1591,Кильес,Blood Elf,Demon Hunter,Мисклик,Horde,Ревущий фьорд,EU,RU,Havoc,12489.50
1592,Solodh,Blood Elf,Demon Hunter,Tha Lounge,Horde,Thrall,US,,Havoc,12489.50
1593,Retredtiger,Blood Elf,Paladin,Scrumpy,Horde,Magtheridon,EU,,Retribution,12489.40
1594,Kaishou,Gnome,Rogue,Two Steps From Hell,Alliance,Kirin Tor,EU,FR,Subtlety,12489.30
1595,Рам,Blood Elf,Rogue,Дальний Восток,Horde,Ясеневый лес,EU,RU,Outlaw,12488.90
1596,Ozmi,Void Elf,Rogue,Dominion,Alliance,Stormrage,US,,Outlaw,12488.70
1597,Lyssox,Blood Elf,Rogue,Competence Optional,Horde,Twisting Nether,EU,,Subtlety,12488.50
1598,Tuûxx,Troll,Warlock,Työmaa,Horde,Stormreaver,EU,,Affliction,12488.20
1599,Tàylorswift,Blood Elf,Rogue,Deadbeat Dads,Horde,Zul'jin,US,,Subtlety,12487.80
1600,Curlyfry,Night Elf,Demon Hunter, ,Alliance,Proudmoore,US,,Havoc,12487.50
1601,Madafacka,Troll,Warlock,Ambitiøn,Horde,Sanguino,EU,ES,Affliction,12487.40
1602,Fuhzíon,Orc,Hunter,Substance,Horde,Draenor,EU,,Beast Mastery,12487.20
1603,Äzmïr,Blood Elf,Demon Hunter,Embody,Horde,Drak'thul,EU,,Havoc,12486.90
1604,Vinzita,Void Elf,Rogue,D I V I S I O N,Alliance,Zul'jin,US,,Outlaw,12486.70
1605,Malwi,Human,Rogue,Requiem DSH,Alliance,Antonidas,EU,DE,Outlaw,12486.70
1606,Kraezin,Blood Elf,Rogue,GanzMieseSchlägert..,Horde,Alleria,EU,DE,Outlaw,12486.70
1607,Ifly,Blood Elf,Paladin,Stress Test,Horde,Twisting Nether,EU,,Retribution,12486.60
1608,Athier,Blood Elf,Demon Hunter,Unrivaled,Horde,Stormreaver,US,,Havoc,12486.50
1609,Blazingfire,Night Elf,Demon Hunter,Avenger,Alliance,Frostmourne,OC,,Havoc,12486.40
1610,Supergluu,Troll,Warlock,Capital Vices,Horde,Eredar,US,,Affliction,12486.40
1611,Taadha,Blood Elf,Demon Hunter,Hostile,Horde,Blackhand,EU,DE,Havoc,12486.10
1612,Diapadar,Pandaren,Monk,Exødar,Alliance,Exodar,EU,ES,Windwalker,12485.80
1613,Rmíi,Blood Elf,Rogue, ,Horde,Archimonde,EU,FR,Subtlety,12485.60
1614,Santhil,Undead,Rogue,Eidolon,Horde,Ragnaros,EU,,Outlaw,12485.30
1615,Grilljamil,Blood Elf,Rogue,Winds of Creation,Horde,Balnazzar,EU,,Outlaw,12485.10
1616,Wp,Undead,Monk,Drift,Horde,Twisting Nether,EU,,Windwalker,12484.80
1617,Twotemishq,Troll,Rogue,Dark Roots,Horde,Drak'thul,EU,,Outlaw,12484.80
1618,Malvidynn,Human,Hunter,Nexus,Alliance,Dalaran,US,,Survival,12484.70
1619,Harlõck,Blood Elf,Rogue,Toast,Horde,Area 52,US,,Subtlety,12484.70
1620,Beusta,Blood Elf,Rogue,Nihilism,Horde,Draenor,EU,,Outlaw,12484.50
1621,Miikkaela,Troll,Warlock,Red Ribbon Armee,Horde,Blackhand,EU,DE,Affliction,12484.50
1622,Kinaxl,Blood Elf,Monk,No Bads Allowed,Horde,Tichondrius,US,,Windwalker,12484.50
1623,Metâl,Blood Elf,Rogue,Grey Parses,Horde,Hyjal,EU,FR,Outlaw,12484.30
1624,Lynnel,Blood Elf,Rogue,Calculated,Horde,Onyxia,EU,DE,Outlaw,12484.20
1625,Tòrchon,Undead,Rogue, ,Horde,Hyjal,EU,FR,Outlaw,12483.80
1626,Trikkie,Night Elf,Demon Hunter,Heres the Kicker,Alliance,Sargeras,US,,Havoc,12483.70
1627,Demiourgos,Blood Elf,Demon Hunter,Cult of the Doomed,Horde,Emeriss,EU,,Havoc,12483.30
1628,Babydragon,Void Elf,Rogue,Royal Flush,Alliance,Nethersturm,EU,DE,Outlaw,12482.90
1629,Лилтлюк,Night Elf,Rogue,Орден Рыцарей Света,Alliance,Гордунни,EU,RU,Outlaw,12482.90
1630,Blinkenzlulz,Troll,Mage,Boint of Ambekt,Horde,Ragnaros,EU,,Arcane,12482.80
1631,Howah,Void Elf,Rogue,Civitas,Alliance,Ravencrest,EU,,Outlaw,12482.70
1632,Ðoctoracula,Night Elf,,Unified,Alliance,Sargeras,US,,Frost,12482.50
1633,Mabó,Human,Hunter,Mörka Platsen,Alliance,Silvermoon,EU,,Beast Mastery,12482.30
1634,Unclerob,Undead,Rogue,Illuzion,Horde,Hyjal,EU,FR,Subtlety,12481.80
1635,Talthin,Blood Elf,Rogue,VLC,Horde,Draenor,EU,,Outlaw,12481.60
1636,Лазуритт,Blood Elf,,Ромеро Парада,Horde,Свежеватель Душ,EU,RU,Frost,12481.50
1637,Psykos,Human,Rogue,communis non grata,Alliance,Mannoroth,EU,DE,Outlaw,12481.40
1638,Scratchh,Night Elf,Rogue,Group Therapy,Alliance,Ravencrest,EU,,Subtlety,12481.20
1639,Juñzo,Undead,Rogue,Swiftness,Horde,Hyjal,EU,FR,Outlaw,12480.80
1640,Vallion,Human,Rogue,Basaltfaust,Alliance,Die Aldor,EU,DE,Outlaw,12480.70
1641,Grubidh,Blood Elf,Demon Hunter,Rise,Horde,Blackrock,EU,DE,Havoc,12480.30
1642,Iisz,Blood Elf,Rogue,kms,Horde,Barthilas,OC,,Subtlety,12480.20
1643,Cinístress,Blood Elf,Rogue,Jardogs,Horde,Shu'halo,US,,Outlaw,12479.60
1644,Vesi,Orc,Rogue,THICC Bois Only,Horde,Nathrezim,US,,Outlaw,12479.50
1645,Derpz,Void Elf,Rogue,No Hope For Humanity,Alliance,Frostmourne,OC,,Subtlety,12479.30
1646,Aprovø,Blood Elf,Demon Hunter,Apeks,Horde,Tichondrius,US,,Havoc,12479.30
1647,Herpbrah,Blood Elf,Rogue,riddled with anxiety,Horde,Blackrock,EU,DE,Subtlety,12479.20
1648,Mossycleft,Night Elf,Rogue,Spoodermen,Alliance,Frostmourne,OC,,Outlaw,12479.10
1649,Ляфун,Human,Rogue,Мы не готовы,Alliance,Гордунни,EU,RU,Outlaw,12478.40
1650,Docx,Blood Elf,Rogue,Midwinter,Horde,Sargeras,US,,Outlaw,12478.10
1651,Røchefort,Goblin,Rogue,Never Outgunned,Horde,Tarren Mill,EU,,Outlaw,12478.10
1652,Tbomx,Blood Elf,Rogue,What Does Dog Think,Horde,Madoran,US,,Outlaw,12477.80
1653,Khalesh,Night Elf,Rogue,Blood Falls Empire,Alliance,Nemesis,US,BR,Subtlety,12477.60
1654,Sotii,Blood Elf,Rogue,Clique,Horde,Draenor,EU,,Subtlety,12477.50
1655,Blackstabath,Blood Elf,Rogue,Moíst,Horde,Barthilas,OC,,Subtlety,12477.40
1656,Silvercrow,Goblin,Rogue,Kazu Hall,Horde,Ysondre,EU,FR,Subtlety,12477.40
1657,Iråsum,Nightborne,Warlock,Norrlands Guld,Horde,Tarren Mill,EU,,Affliction,12476.90
1658,Kalec,Blood Elf,Rogue,Predicted,Horde,Gul'dan,EU,DE,Outlaw,12476.80
1659,Trìpzter,Blood Elf,Rogue,Lunatics,Horde,Kazzak,EU,,Subtlety,12476.60
1660,Tweezi,Pandaren,Rogue,Any Given Tuesday,Horde,Blackhand,US,,Subtlety,12476.60
1661,Cpu,Blood Elf,Demon Hunter,The LADS,Horde,Draka,US,,Havoc,12476.50
1662,Flem,Troll,Warlock,Tartse au Murloc,Horde,Hyjal,EU,FR,Affliction,12476.30
1663,Yeshuas,Blood Elf,Demon Hunter,The Syndicate,Horde,Emerald Dream,US,,Havoc,12475.90
1664,Xonnorkms,Orc,Hunter,BBC NEWS,Horde,Kazzak,EU,,Beast Mastery,12475.50
1665,Lara,Human,Rogue,Exodus,Alliance,Deathwing,EU,,Subtlety,12475.40
1666,Nadyuiska,Gnome,Hunter,Game Over,Alliance,Proudmoore,US,,Survival,12474.90
1667,Asomm,Blood Elf,Demon Hunter,Det Bare Banter,Horde,Tarren Mill,EU,,Havoc,12474.80
1668,Campfireman,Blood Elf,Rogue,Fused,Horde,Illidan,US,,Outlaw,12474.60
1669,Tiböy,Undead,Rogue,Dinomanciens,Horde,Ysondre,EU,FR,Subtlety,12474.40
1670,Narieltwo,Blood Elf,Monk, ,Horde,Blackrock,EU,DE,Windwalker,12474.40
1671,Davedk,Draenei,,Requiem,Alliance,Turalyon,EU,,Frost,12474.20
1672,Bubbaset,Void Elf,Rogue,Decerto,Alliance,Misha,US,,Subtlety,12473.90
1673,Blvck,Blood Elf,Rogue,Triggered,Horde,Bleeding Hollow,US,,Outlaw,12473.80
1674,Nukkz,Undead,Rogue,Gronks,Horde,Barthilas,OC,,Subtlety,12473.60
1675,Papercut,Human,Rogue,Requiem,Alliance,Doomhammer,EU,,Outlaw,12473.60
1676,Mihz,Orc,Rogue,Edge of Insanity,Horde,Blackhand,EU,DE,Subtlety,12473.30
1677,Raldinn,Night Elf,Rogue,Blood and Tears,Alliance,Frostmourne,OC,,Outlaw,12473.10
1678,Sidowski,Pandaren,Monk,Fatal Error,Alliance,Silvermoon,EU,,Windwalker,12472.80
1679,Kasildurr,Night Elf,Demon Hunter,Taikaolennot,Alliance,Outland,EU,,Havoc,12472.70
1680,Adisek,Orc,Rogue,P A R A D O K S,Horde,Burning Legion,EU,,Subtlety,12472.60
1681,Kutorixd,Night Elf,Rogue,Midnight Sanctuary,Alliance,Stormrage,US,,Subtlety,12472.50
1682,Bromczak,Blood Elf,Demon Hunter,Plaga,Horde,Burning Legion,EU,,Havoc,12472.40
1683,Natholexy,Blood Elf,Demon Hunter,Rise Above,Horde,Azralon,US,BR,Havoc,12471.70
1684,Чурясзади,Human,Rogue,Корпорация Зла,Alliance,Гордунни,EU,RU,Subtlety,12470.90
1685,Námò,Blood Elf,Monk,Slow Motion,Horde,Ysondre,EU,FR,Windwalker,12470.80
1686,Dossou,Blood Elf,Hunter,Alacrity,Horde,Area 52,US,,Survival,12470.80
1687,Bÿz,Blood Elf,Rogue,WarGuilds,Horde,Throk'Feroth,EU,FR,Subtlety,12470.80
1688,Styxhutsu,Blood Elf,Demon Hunter,Sanity,Horde,Twisting Nether,EU,,Havoc,12470.70
1689,Trixx,Night Elf,Rogue,Keystone Raiders,Alliance,Kel'Thuzad,US,,Subtlety,12470.60
1690,Десвилс,Orc,Rogue,Трава,Horde,Свежеватель Душ,EU,RU,Outlaw,12470.40
1691,Qtilate,Human,Rogue,Biscuit Front,Alliance,Kel'Thuzad,US,,Outlaw,12470.10
