Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
583,Xerso,Undead,Rogue,Unity,Horde,Dethecus,EU,DE,Subtlety,12786.60
584,Yabish,Undead,Rogue,Nitro,Horde,Eredar,EU,DE,Subtlety,12786.20
585,Madve,Undead,Rogue,Not Sure If Trolling,Horde,Ragnaros,EU,,Subtlety,12785.50
586,Mycreation,Blood Elf,Monk,Crit Alt Delete,Horde,Stormscale,EU,,Windwalker,12784.70
587,Zoroc,Blood Elf,Rogue,Reverse Polarity,Horde,Kazzak,EU,,Subtlety,12784.70
588,Yuë,Blood Elf,Rogue,This Game is SO Hard,Horde,Illidan,US,,Outlaw,12784.70
589,Playtimes,Troll,Mage,Renovo,Horde,Twisting Nether,EU,,Arcane,12783.80
590,Avemorte,Undead,Rogue,Detoxed,Horde,Thrall,US,,Outlaw,12783.30
591,Dismay,Blood Elf,Rogue,Blackthorn,Horde,Blackrock,EU,DE,Outlaw,12782.70
592,Dilaviga,Orc,Rogue,Angered,Horde,Draenor,EU,,Subtlety,12782.20
593,Legina,Blood Elf,Rogue,Freak Me Out,Horde,Ragnaros,EU,,Subtlety,12781.90
594,Hakaí,Human,Rogue,Godless,Alliance,Lightbringer,EU,,Outlaw,12780.70
595,Bluppz,Human,Rogue,Stasis,Alliance,Ravencrest,EU,,Subtlety,12779.90
596,Yunasa,Blood Elf,Monk, ,Horde,Illidan,US,,Windwalker,12778.90
597,Matusoín,Troll,Warlock,Pure,Horde,Doomhammer,EU,,Affliction,12778.70
598,Ëevox,Dwarf,Rogue,Faíthless,Alliance,Archimonde,EU,FR,Outlaw,12778.20
599,Maltzhar,Goblin,Hunter,Broccoli and Deadl..,Horde,Stormreaver,EU,,Survival,12777.80
600,Bigsausagexd,Blood Elf,Rogue,Fat Losers,Horde,Area 52,US,,Outlaw,12777.60
601,Fayz,Blood Elf,Rogue, ,Horde,Ysondre,EU,FR,Subtlety,12776.10
602,Varhien,Human,Rogue,Anachronox,Alliance,Silvermoon,EU,,Outlaw,12774.70
603,Freéza,Blood Elf,Rogue,Made in China,Horde,Azralon,US,BR,Outlaw,12774.70
604,Guschni,Blood Elf,Monk,Desidia,Horde,Eredar,EU,DE,Windwalker,12774.60
605,Nebb,Nightborne,Rogue, ,Horde,Deathwing,EU,,Outlaw,12774.20
606,Lunatixs,Blood Elf,Rogue,Expanse,Horde,Blackmoore,EU,DE,Outlaw,12773.90
607,Swäann,Goblin,Warlock,Moo Tang,Horde,Illidan,EU,FR,Affliction,12773.40
608,Binksz,Orc,Rogue,BC Gentlemens Club,Horde,Illidan,US,,Subtlety,12772.90
609,Numbah,Undead,Rogue,Revive,Horde,Stormreaver,US,,Outlaw,12772.50
610,Nihivia,Blood Elf,Monk,Ironbound,Horde,Burning Legion,EU,,Windwalker,12772.50
611,Silvervale,Blood Elf,Rogue,Crímson,Horde,Kazzak,EU,,Subtlety,12772.40
612,Pøøpsslock,Troll,Warlock,Waít for it,Horde,Ysondre,EU,FR,Affliction,12771.40
613,Rennqt,Blood Elf,Rogue,Tyranny,Horde,Shattered Hand,US,,Subtlety,12771.40
614,Подкрадунчик,Dwarf,Rogue, ,Alliance,Страж смерти,EU,RU,Outlaw,12771.30
615,Cptkaluh,Pandaren,Monk,Severed,Horde,Gorgonnash,EU,DE,Windwalker,12771.30
616,Beldocs,Blood Elf,Monk,In the Mountains,Horde,Azralon,US,BR,Windwalker,12769.50
617,Kánax,Blood Elf,Rogue,New Leap,Horde,Ysondre,EU,FR,Subtlety,12768.10
618,Kiwifruity,Human,Rogue,Honestly,Alliance,Frostmourne,OC,,Subtlety,12767.90
619,Escänor,Blood Elf,Paladin,MRK,Horde,Kazzak,EU,,Retribution,12767.90
620,Cathrosar,Pandaren,Rogue,BIG CITY LIFE,Alliance,Darkspear,EU,,Outlaw,12767.60
621,Dareynis,Human,Monk,Insomniatic Tenden..,Alliance,Scarlet Crusade,US,,Windwalker,12767.20
622,Subkrys,Blood Elf,Rogue,Les Loups Noirs,Horde,Archimonde,EU,FR,Subtlety,12767.10
623,Metrixx,Blood Elf,Rogue,Pho,Horde,Zul'jin,US,,Outlaw,12766.60
624,Inut,Undead,Rogue, ,Horde,Kilrogg,EU,,Outlaw,12766.40
625,Eqster,Orc,Hunter,Lagom,Horde,Kazzak,EU,,Survival,12766.30
626,Daym,Orc,Rogue,Stinki Monki Finger,Horde,Tarren Mill,EU,,Outlaw,12765.90
627,Gangvad,Undead,Rogue,Enmity,Horde,Stormscale,EU,,Outlaw,12765.80
628,Yenex,Blood Elf,Demon Hunter,Well Played,Horde,Quel'Thalas,US,,Havoc,12765.40
629,Toxicz,Blood Elf,Rogue,Decidedly Uncouth,Horde,Mal'Ganis,US,,Subtlety,12765.20
630,Sevenofnine,Human,Rogue,Crusader,Alliance,Madmortem,EU,DE,Outlaw,12763.50
631,Maç,Blood Elf,Rogue, ,Horde,Blackhand,EU,DE,Subtlety,12763.20
632,Eightchump,Orc,Monk,Safety Dance,Horde,Argent Dawn,EU,,Windwalker,12763.10
633,Kopsfet,Undead,Rogue,Wretched,Horde,Kilrogg,EU,,Outlaw,12762.20
634,Lucaa,Blood Elf,Rogue,Vex,Horde,Anachronos,EU,,Subtlety,12760.90
635,Kïnky,Blood Elf,Rogue,Cerberus,Horde,Illidan,US,,Outlaw,12759.80
636,Hakyna,Blood Elf,Rogue,What Is Wype,Horde,Hyjal,EU,FR,Outlaw,12759.70
637,Алоза,Blood Elf,Rogue,Спектр,Horde,Ревущий фьорд,EU,RU,Subtlety,12759.40
638,Soluopodapap,Troll,Rogue,Paradigm,Horde,Tarren Mill,EU,,Outlaw,12759.40
639,Zenlock,Troll,Warlock,Revenant,Horde,Blackrock,US,,Affliction,12757.60
640,Talyzz,Blood Elf,Rogue,PepeHands,Horde,Blackrock,EU,DE,Outlaw,12756.90
641,Seifies,Blood Elf,Rogue,I Erdwächter I,Horde,Blackhand,EU,DE,Subtlety,12756.80
642,Rícìn,Blood Elf,Rogue,Loss,Horde,Tichondrius,US,,Subtlety,12756.40
643,Chaptercondo,Blood Elf,Rogue,Untold Prophecy,Horde,Zul'jin,US,,Subtlety,12755.90
644,Sisko,Troll,Rogue,WarGuilds,Horde,Kael'Thas,EU,FR,Subtlety,12755.90
645,Lextalionz,Undead,Rogue,Innominatum,Horde,Twisting Nether,EU,,Subtlety,12755.70
646,Zetsumai,Night Elf,Rogue,Scion,Alliance,Quel'Thalas,EU,,Subtlety,12755.50
647,Clazyca,Orc,Rogue, ,Horde,Stormscale,EU,,Outlaw,12755.50
648,Areteex,Undead,Rogue, ,Horde,Bleeding Hollow,US,,Outlaw,12754.20
649,Tinùviél,Night Elf,Monk,Awful Bad Company,Alliance,Well of Eternity,EU,,Windwalker,12754.10
650,Muc,Orc,Rogue,Claw and Shadow,Horde,Wyrmrest Accord,US,,Outlaw,12753.90
651,Cael,Goblin,Rogue,Camgirls,Horde,Mannoroth,EU,DE,Outlaw,12753.50
652,Lowrogue,Orc,Rogue,Nox,Horde,Zul'jin,US,,Outlaw,12753.50
653,Orink,Pandaren,Monk,The Pathfinders,Alliance,The Venture Co,EU,,Windwalker,12753.40
654,Whichbermuda,Orc,Rogue,The Chimps,Horde,Mal'Ganis,US,,Outlaw,12752.90
655,Ønizuka,Undead,Rogue,Fail Better,Horde,Hyjal,EU,FR,Outlaw,12752.90
656,Kurøchan,Undead,Rogue,Horizon,Horde,Thrall,EU,DE,Outlaw,12752.30
657,Snakez,Orc,Monk,LA,Horde,Stormreaver,US,,Windwalker,12751.50
658,Roguê,Human,Rogue,ughh this again,Alliance,Kel'Thuzad,US,,Outlaw,12751.10
659,Minirad,Undead,Rogue,LIGMA,Horde,Ner'zhul,US,,Subtlety,12750.90
660,Birdyo,Troll,Rogue,flippin out mon,Horde,Thrall,EU,DE,Outlaw,12750.50
661,Релландрис,Blood Elf,Rogue,Багровый Туман,Horde,Ревущий фьорд,EU,RU,Outlaw,12750.40
662,Fullmongo,Goblin,Rogue,Ex Inferno,Horde,Area 52,US,,Subtlety,12750.30
663,Swagston,Blood Elf,Rogue,Raukka Painaa Jarrua,Horde,Bladefist,EU,,Subtlety,12750.20
664,Amplitude,Troll,Rogue,Lights Out,Horde,Thunderhorn,US,,Subtlety,12750.20
665,Masuzu,Human,Warlock,The Loli Patrol,Alliance,Ravencrest,EU,,Affliction,12749.80
666,Hgc,Orc,Rogue, ,Horde,Illidan,US,,Outlaw,12749.30
667,Sitdamwide,Tauren,Monk,Way of the Wicked,Horde,Drak'thul,US,,Windwalker,12749.20
668,Toadie,Undead,Rogue,Legion,Horde,Drak'thul,EU,,Outlaw,12749.10
669,Fearxthis,Blood Elf,Rogue,Disbelief,Horde,Illidan,US,,Subtlety,12748.20
670,Zmíb,Tauren,Monk, ,Horde,Archimonde,EU,FR,Windwalker,12747.80
671,Lights,Blood Elf,Rogue,Any Hungry,Horde,Ragnaros,EU,,Outlaw,12746.60
672,Aamulaatta,Undead,Rogue,Korruptio,Horde,Stormreaver,EU,,Subtlety,12745.30
673,Andraxe,Dwarf,Rogue,Judge,Alliance,Silvermoon,EU,,Subtlety,12745.30
674,Ameyurii,Blood Elf,Rogue,Salty,Horde,Blackhand,EU,DE,Subtlety,12744.70
675,Malegor,Undead,Rogue,Under Pressure,Horde,Frostwolf,EU,DE,Subtlety,12744.50
676,Jajaos,Blood Elf,Rogue,The Scarlet Ravens,Horde,Aggra,EU,,Subtlety,12744.30
677,Shihouin,Draenei,Hunter,Nástrandir,Alliance,Antonidas,EU,DE,Survival,12744.20
678,Poisonlotus,Human,Rogue,On the Rocks,Alliance,Shadowsong,EU,,Subtlety,12744.10
679,Linkxy,Troll,Mage,Myst,Horde,Draenor,EU,,Arcane,12743.20
680,Morllinor,Human,Rogue,Wisp,Alliance,Hyjal,EU,FR,Subtlety,12743.20
681,Tùrbo,Human,Rogue,Myth,Alliance,Blackmoore,EU,DE,Subtlety,12742.60
682,Ðach,Troll,Mage,TrevØurS,Horde,Azralon,US,BR,Arcane,12742.10
683,Brauchen,Blood Elf,Rogue,Security,Horde,Tarren Mill,EU,,Subtlety,12741.70
684,Zerbro,Void Elf,Rogue,Requiem,Alliance,Nethersturm,EU,DE,Subtlety,12741.60
685,Солоигрок,Blood Elf,Rogue,Экзорсус,Horde,Ревущий фьорд,EU,RU,Outlaw,12741.50
686,Boo,Undead,Rogue,Seagulls,Horde,Bloodscalp,EU,,Subtlety,12740.90
687,Agilities,Undead,Rogue,Frosted Flakes,Horde,Illidan,US,,Outlaw,12740.80
688,Chiyome,Night Elf,Rogue,Lunaris,Alliance,Dalaran,EU,FR,Outlaw,12740.60
689,Шедоуфлэйм,Human,Warlock,Там Разберёмся,Alliance,Гордунни,EU,RU,Affliction,12740.50
690,Worbens,Human,Rogue,Friendly Banter,Alliance,Stormrage,US,,Outlaw,12740.30
691,Worbens,Human,Rogue,Friendly Banter,Alliance,Stormrage,US,,Outlaw,12740.30
692,Imdatsik,Human,Rogue,Distinctly Average,Alliance,Silvermoon,EU,,Subtlety,12740.20
693,Friggenheck,Human,Rogue,Mÿstic,Alliance,Stormrage,US,,Subtlety,12739.80
694,Legolass,Human,Hunter,Local Defense,Alliance,Ner'zhul,US,,Survival,12738.60
695,Линдориэ,Void Elf,Monk,РокнРолла,Alliance,Азурегос,EU,RU,Windwalker,12738.50
696,Ephrea,Pandaren,Rogue,Skill Not Loading,Horde,Hyjal,EU,FR,Outlaw,12737.50
697,Xenovìa,Blood Elf,Rogue,Echoes,Horde,Sargeras,EU,FR,Subtlety,12736.90
698,Лайтсей,Nightborne,Warlock,Зайцы,Horde,Ревущий фьорд,EU,RU,Affliction,12736.80
699,Impact,Human,Monk,Nethergard Watch,Alliance,Burning Blade,US,,Windwalker,12736.70
700,Voksar,Blood Elf,Rogue,Leviathan,Horde,Twisting Nether,EU,,Subtlety,12736.10
701,Erenthas,Orc,Monk,Andromeda,Horde,Tarren Mill,EU,,Windwalker,12735.90
702,Koshiimov,Troll,Rogue,FauleStudis,Horde,Eredar,EU,DE,Outlaw,12735.60
703,Wâlpen,Orc,Rogue,Circinus,Horde,Kazzak,EU,,Outlaw,12735.40
704,Razzcobandit,Blood Elf,Rogue,Quick,Horde,Draenor,EU,,Outlaw,12735.30
705,Simonmk,Blood Elf,Monk,BlackCellFaction,Horde,Zul'jin,US,,Windwalker,12735.30
706,Zephyrr,Night Elf,Demon Hunter,Game Over,Alliance,Proudmoore,US,,Havoc,12734.60
707,Dirkadirge,Pandaren,Rogue,Clique,Horde,Draenor,EU,,Subtlety,12733.30
708,Getbackstabd,Nightborne,Rogue,Post Mortem,Horde,Hyjal,EU,FR,Subtlety,12733.20
709,Yesjuice,Blood Elf,Rogue,Fat Pandas,Horde,Tichondrius,US,,Subtlety,12732.70
710,Arcs,Undead,Rogue, ,Horde,Illidan,US,,Subtlety,12732.40
711,Pajamaas,Human,Rogue,Furious Pantaloons,Alliance,Icecrown,US,,Outlaw,12732.30
712,Vregath,Undead,Rogue,Rubinterrasse,Horde,Die Aldor,EU,DE,Subtlety,12731.80
713,Fluoortanten,Blood Elf,Rogue,Lagom,Horde,Kazzak,EU,,Outlaw,12731.10
714,Fluoortanten,Blood Elf,Rogue,Lagom,Horde,Kazzak,EU,,Outlaw,12731.10
715,Squitie,Gnome,Rogue,Solar Flare,Alliance,Ravencrest,EU,,Outlaw,12730.30
716,Yukiez,Human,Rogue,Subjugation,Alliance,Stormrage,US,,Subtlety,12730.20
717,Мэрисс,Pandaren,Monk,Булки,Alliance,Гордунни,EU,RU,Windwalker,12729.90
718,Садовничег,Undead,Rogue,Дивайд,Horde,Ревущий фьорд,EU,RU,Subtlety,12729.70
719,Noiy,Blood Elf,Rogue,Fantasmagoria,Horde,Burning Legion,EU,,Subtlety,12729.70
720,Maisagahl,Void Elf,Monk,At Midnight,Alliance,Stormrage,US,,Windwalker,12729.60
721,Tymke,Blood Elf,Monk,Wipe Kontrolny,Horde,Burning Legion,EU,,Windwalker,12729.30
722,Bc,Void Elf,Monk,Sinergy,Alliance,Quel'Thalas,US,,Windwalker,12729.30
723,Xaerö,Blood Elf,Rogue,Four Dimensions,Horde,Azralon,US,BR,Subtlety,12728.70
724,Yoggs,Pandaren,Rogue,War Machine,Horde,Thrall,US,,Outlaw,12728.60
725,Hannjo,Troll,Warlock,Encore,Horde,Illidan,US,,Affliction,12728.60
726,Novice,Gnome,Monk,Distortion,Alliance,Caelestrasz,OC,,Windwalker,12728.50
727,Люблюплюшки,Night Elf,Rogue,Эмлджи,Alliance,Гордунни,EU,RU,Outlaw,12728.20
728,Anvilsmith,Dwarf,Rogue,Unified,Alliance,Sargeras,US,,Outlaw,12728.20
729,Rüsselcrowe,Pandaren,Monk,Speakeasy,Horde,Thrall,US,,Windwalker,12727.90
730,Cuddlestrike,Nightborne,Rogue,Slightly Salted,Horde,Magtheridon,EU,,Subtlety,12727.70
731,Berru,Blood Elf,Rogue,I Win,Horde,Kazzak,EU,,Subtlety,12727.70
732,Lowelo,Undead,Monk,Nidhogg,Horde,Blackrock,EU,DE,Windwalker,12726.40
733,Аспиринн,Blood Elf,Rogue,Справедливые,Horde,Ревущий фьорд,EU,RU,Outlaw,12725.60
734,Ayylean,Nightborne,Rogue,The Datacore,Horde,Lordaeron,EU,DE,Subtlety,12725.20
735,Gargz,Orc,Hunter,Amateur Hour,Horde,Dragonmaw,US,,Survival,12725.10
736,Serendepityz,Human,Monk,Indestructible,Alliance,Kel'Thuzad,US,,Windwalker,12724.80
737,Jinjita,Goblin,Rogue,Metempsychosis,Horde,Illidan,US,,Outlaw,12724.50
738,Defu,Undead,Rogue,Kalmankaarti,Horde,Shattered Hand,EU,,Subtlety,12723.10
739,Chijun,Blood Elf,Rogue,Ravaged,Horde,Archimonde,EU,FR,Subtlety,12722.80
740,Фернар,Undead,Rogue,Инитиум,Horde,Ревущий фьорд,EU,RU,Outlaw,12722.50
741,Brotatoe,Undead,Rogue,Pirates,Horde,Mal'Ganis,US,,Outlaw,12722.50
742,Elguli,Goblin,Rogue,Unscripted,Horde,Eredar,EU,DE,Subtlety,12722.40
743,Isoxd,Void Elf,Rogue,Avenger,Alliance,Frostmourne,OC,,Outlaw,12722.40
744,Zakke,Undead,Rogue,Drachensilber,Horde,Thrall,EU,DE,Outlaw,12722.30
745,Jonny,Blood Elf,Monk,Pixel Frenzy,Horde,Bleeding Hollow,US,,Windwalker,12722.30
746,Âir,Blood Elf,Rogue,Hoax,Horde,Kazzak,EU,,Subtlety,12722.20
747,Zeffuss,Blood Elf,Rogue,WRONG,Horde,Tichondrius,US,,Subtlety,12721.90
748,Kdawpopinov,Goblin,Rogue,Blur,Horde,Tichondrius,US,,Outlaw,12721.80
749,Sidequest,Blood Elf,Rogue,Fam,Horde,Twilight's Hammer,EU,,Subtlety,12721.20
750,Arkitho,Orc,Rogue,Curse,Horde,Stormscale,EU,,Subtlety,12720.40
751,Stoneforge,Pandaren,Monk,Pathogen,Horde,Mal'Ganis,US,,Windwalker,12718.90
752,Ezaza,Undead,Rogue,The Last Stand,Horde,Twisting Nether,EU,,Outlaw,12718.80
753,Balanced,Blood Elf,Rogue,KHG,Horde,Stormreaver,EU,,Subtlety,12718.70
754,Hidedasalami,Undead,Rogue,Malice,Horde,Bleeding Hollow,US,,Subtlety,12718.60
755,Caliendriel,Human,Rogue,meme,Alliance,Argent Dawn,EU,,Subtlety,12718.40
756,Layyen,Undead,Rogue,Genus Gorgonis,Horde,Hyjal,EU,FR,Outlaw,12717.60
757,Jesda,Orc,Monk,Deposit Coin,Horde,Stormscale,EU,,Windwalker,12717.50
758,Zachk,Blood Elf,Rogue,Chicken Dinner,Horde,Kil'Jaeden,US,,Outlaw,12717.40
759,Vyndra,Blood Elf,Rogue,JENPAC,Horde,Thrall,EU,DE,Outlaw,12716.80
760,Helvetia,Blood Elf,Rogue,Prevenge,Horde,Cho'gall,US,,Subtlety,12716.70
761,Seenia,Void Elf,Rogue,Astral,Alliance,Turalyon,US,,Subtlety,12716.50
762,Cotteneyejoe,Undead,Rogue,Tinder,Horde,Emerald Dream,US,,Outlaw,12716.10
763,Lyréia,Human,Rogue,Xceed,Alliance,Blackmoore,EU,DE,Subtlety,12715.90
764,Cersdh,Blood Elf,Demon Hunter,Arathian Knights,Horde,Hyjal,US,,Havoc,12715.60
765,Francisdrake,Undead,Rogue,Swiss Prime Gaming,Horde,Norgannon,EU,DE,Subtlety,12715.40
766,Zodracir,Void Elf,Rogue,Crimson Legacy,Alliance,Scarshield Legion,EU,,Subtlety,12714.60
767,Mabba,Blood Elf,Rogue,Nazgul,Horde,Khaz'goroth,OC,,Outlaw,12714.10
768,Jûlîûs,Human,Rogue,Nouvel Ordre,Alliance,Les Sentinelles,EU,FR,Subtlety,12713.80
769,Iambored,Blood Elf,Paladin,fun,Horde,Illidan,US,,Retribution,12713.80
770,Dijak,Orc,Monk,Schwifty Bandits,Horde,Area 52,US,,Windwalker,12713.60
771,Kalverick,Undead,Rogue,Stand In The Fire,Horde,Tichondrius,US,,Outlaw,12713.50
772,Refugee,Troll,Warlock,Merry Graverobbers,Horde,Stormreaver,EU,,Affliction,12713.20
773,Boxo,Orc,Monk, ,Horde,Barthilas,OC,,Windwalker,12711.90
774,Nomín,Void Elf,Rogue, ,Alliance,Outland,EU,,Outlaw,12711.50
775,Xorter,Night Elf,Rogue,No Innuendos,Alliance,Kel'Thuzad,US,,Subtlety,12711.50
776,Shàdy,Blood Elf,Rogue,Plan B,Horde,Frostwolf,EU,DE,Subtlety,12711.40
777,Пелифоксх,Blood Elf,Rogue, ,Horde,Свежеватель Душ,EU,RU,Outlaw,12711.20
778,Stetamonk,Void Elf,Monk,P G,Alliance,Ravencrest,EU,,Windwalker,12711.20
779,Friendlyman,Orc,Rogue,Guldmunkarna,Horde,Twisting Nether,EU,,Subtlety,12710.90
780,Viuda,Human,Rogue,Trap Run,Alliance,Stormrage,US,,Subtlety,12710.80
781,Тошкиндх,Blood Elf,Demon Hunter,Синергетика,Horde,Ревущий фьорд,EU,RU,Havoc,12710.40
782,Hikoten,Void Elf,Monk,Parallax,Alliance,Silvermoon,EU,,Windwalker,12709.20
783,Jozifbadmon,Pandaren,Rogue,Grumpy Old Swedes,Horde,Tarren Mill,EU,,Outlaw,12709.10
784,Kvi,Troll,Warlock,The Brigade,Horde,The Maelstrom,EU,,Affliction,12708.90
785,Velkkar,Void Elf,Rogue,CORRUPTED,Alliance,Malfurion,EU,DE,Subtlety,12708.80
786,Deadlyboujee,Dwarf,Rogue,United Valor,Alliance,Emerald Dream,US,,Outlaw,12708.30
787,Ryos,Void Elf,Rogue,PAX,Alliance,Nemesis,US,BR,Subtlety,12708.10
788,Zerodamage,Blood Elf,Rogue,Forgotten Aspects,Horde,Hyjal,US,,Subtlety,12707.90
789,Lerwol,Pandaren,Rogue,Helix,Horde,Twisting Nether,EU,,Outlaw,12707.60
790,Meymee,Blood Elf,Rogue,Pretty Pointless,Horde,Draenor,EU,,Outlaw,12707.10
791,Nexxtø,Blood Elf,Rogue,Fail Better,Horde,Hyjal,EU,FR,Outlaw,12706.90
792,Aunà,Troll,Warlock,Illuzion,Horde,Hyjal,EU,FR,Affliction,12706.60
793,Cornell,Blood Elf,Monk,Resonate,Horde,Bleeding Hollow,US,,Windwalker,12705.50
794,Cherystab,Blood Elf,Rogue,Bird is the Word,Horde,Frostwhisper,EU,,Subtlety,12705.10
795,Butters,Void Elf,Hunter,Anxiety,Alliance,Perenolde,US,,Survival,12704.30
796,Jegergäl,Night Elf,Hunter,Menethil Yacht Club,Alliance,Argent Dawn,EU,,Survival,12704.30
797,Svnn,Blood Elf,Rogue,Swap,Horde,Hyjal,EU,FR,Subtlety,12704.10
798,Fahwi,Blood Elf,Rogue,Old Rabbits,Horde,Blackhand,EU,DE,Subtlety,12703.90
799,Сид,Dwarf,Rogue,Бруталити,Alliance,Гордунни,EU,RU,Outlaw,12703.60
800,Linûra,Blood Elf,Rogue,Herzog Igzor,Horde,Blackmoore,EU,DE,Subtlety,12703.40
801,Deathofficer,Troll,Warlock,Rude,Horde,Bronze Dragonflight,EU,,Affliction,12702.60
802,Мататай,Pandaren,Monk,Маршрутка до Оргри..,Horde,Ревущий фьорд,EU,RU,Windwalker,12702.50
803,Boughtonebay,Goblin,Rogue,Blind Guardian,Horde,Saurfang,OC,,Outlaw,12701.80
804,Windwauter,Dwarf,Monk,pls no,Alliance,Ravencrest,EU,,Windwalker,12701.30
805,Omnipresent,Undead,Rogue,fun,Horde,Illidan,US,,Outlaw,12700.80
806,Acrockin,Blood Elf,Rogue,vodkaz,Horde,Zul'jin,US,,Outlaw,12700.30
807,Sprkciti,Night Elf,Monk,Reverse,Alliance,Frostmourne,OC,,Windwalker,12699.40
808,Zánz,Blood Elf,Rogue,Weeping Angels,Horde,Draenor,EU,,Outlaw,12698.50
809,Кроймонк,Blood Elf,Monk,Зайцы,Horde,Ревущий фьорд,EU,RU,Windwalker,12698.40
810,Скорпина,Void Elf,Rogue,Фрактал,Alliance,Гордунни,EU,RU,Outlaw,12698.20
811,Jaemsqt,Blood Elf,Rogue,Competence Optional,Horde,Twisting Nether,EU,,Subtlety,12697.70
812,Icõnic,Blood Elf,Rogue,Operation Eskimo,Horde,Ragnaros,EU,,Subtlety,12697.60
813,Cúrrýdh,Blood Elf,Demon Hunter,Novus,Horde,Twisting Nether,EU,,Havoc,12697.40
814,Jaÿgge,Blood Elf,Rogue,Déjà pris,Horde,Ysondre,EU,FR,Subtlety,12697.40
815,Wuhhbamouff,Void Elf,Rogue,Deserters,Alliance,Ravencrest,EU,,Subtlety,12697.30
816,Keta,Dwarf,Rogue,Enraged,Alliance,Ambossar,EU,DE,Subtlety,12696.60
817,Eggroll,Blood Elf,Monk,Thanatos,Horde,Burning Legion,US,,Windwalker,12696.50
818,Faineantt,Human,Rogue,RAIDER PUNKS,Alliance,Proudmoore,US,,Subtlety,12696.40
819,Mychxd,Void Elf,Rogue,BIG CITY LIFE,Alliance,Terokkar,EU,,Outlaw,12695.90
820,Юкитеру,Blood Elf,Rogue,Девять,Horde,Ревущий фьорд,EU,RU,Subtlety,12695.90
821,Sacrêd,Blood Elf,Monk,Bacon Pancakes,Horde,Zul'jin,US,,Windwalker,12695.80
822,Saltydayn,Blood Elf,Demon Hunter,Hostile,Horde,Blackhand,EU,DE,Havoc,12695.60
823,Châmp,Human,Paladin,Midnight Sanctuary,Alliance,Stormrage,US,,Retribution,12695.40
824,Fadem,Human,Monk,Justify,Alliance,Silvermoon,EU,,Windwalker,12695.30
825,Jazz,Blood Elf,,Strawberry Puppy K..,Horde,Area 52,US,,Frost,12693.30
826,Ygethmor,Blood Elf,Rogue,Hors dEux,Horde,Eldre'thalas,EU,FR,Outlaw,12693.20
827,Xyfors,Blood Elf,Rogue,High Status,Horde,Kazzak,EU,,Outlaw,12692.70
828,Naxisonline,Undead,Rogue,Pirates,Horde,Area 52,US,,Outlaw,12691.10
829,Ulquiôrra,Blood Elf,Paladin,On your Mind,Horde,Ysondre,EU,FR,Retribution,12690.90
830,Murama,Troll,Warlock,DarkZone,Horde,Uldum,EU,ES,Affliction,12690.60
831,Деспират,Worgen,Rogue,Всё сложно,Alliance,Гордунни,EU,RU,Outlaw,12690.40
832,Sigmä,Blood Elf,Rogue,The Tank Is On The..,Horde,Nemesis,EU,,Subtlety,12690.30
833,Derision,Blood Elf,Rogue,Wipe Intended,Horde,Kazzak,EU,,Subtlety,12690.10
834,Anzular,Blood Elf,,Error Code,Horde,Burning Legion,EU,,Frost,12688.90
835,Миллиэндрис,Void Elf,Rogue, ,Alliance,Гордунни,EU,RU,Outlaw,12688.60
836,Trashem,Undead,Rogue,S a n c t u m,Horde,Kazzak,EU,,Outlaw,12688.60
837,Marcus,Undead,Rogue,Vex,Horde,Kul Tiras,EU,,Subtlety,12688.30
838,Uluulu,Blood Elf,Monk,Hope n Despair,Horde,Blackmoore,EU,DE,Windwalker,12688.20
839,Artíuz,Troll,Mage,ScrubBusters,Horde,Twisting Nether,EU,,Arcane,12687.90
840,Rheaste,Human,Rogue,Sanity Optional,Alliance,Argent Dawn,EU,,Subtlety,12687.90
841,Hiddeen,Blood Elf,Rogue,CyaThursday,Horde,Stormscale,EU,,Outlaw,12687.70
842,Димба,Tauren,Hunter,Мисклик,Horde,Ревущий фьорд,EU,RU,Survival,12687.60
843,Lane,Undead,Rogue,Best Friends Forever,Horde,Shattered Halls,US,,Outlaw,12687.40
844,Lialee,Blood Elf,Rogue,Zero Percent Wipes,Horde,Zul'jin,US,,Outlaw,12687.20
845,Skittish,Orc,Hunter,The Tribunal,Horde,Runetotem,US,,Survival,12687.10
846,Dumpsterdps,Human,Rogue,ACORNS,Alliance,Stormrage,US,,Outlaw,12686.90
847,Regalo,Blood Elf,Rogue,Fury of the Storm,Horde,Grim Batol,EU,,Subtlety,12686.90
848,Bobertlmao,Blood Elf,Monk,Tilted,Horde,Laughing Skull,US,,Windwalker,12686.40
849,Bick,Night Elf,Rogue,Trip Hazard,Alliance,Arathor,EU,,Subtlety,12685.80
850,Delbie,Night Elf,Monk,K o K,Alliance,Burning Blade,EU,,Windwalker,12685.80
851,Méqt,Blood Elf,Rogue,Alteration,Horde,Blackrock,EU,DE,Outlaw,12685.50
852,Hötsii,Human,Rogue,Beyond Harmless,Alliance,Sylvanas,EU,,Subtlety,12685.40
853,Qisol,Draenei,Monk,Bellatoris,Alliance,Burning Legion,EU,,Windwalker,12684.90
854,Specury,Blood Elf,Rogue,Renegades,Horde,Tarren Mill,EU,,Outlaw,12684.90
855,Letla,Human,Rogue,Diamond Raid,Alliance,Lothar,EU,DE,Outlaw,12684.80
