Rank,Name,Race,Class,Guild,Faction,Realm,Region,Zone,Spec,SimDPS
1160,Spaggiarï,Blood Elf,Rogue,ZULUL Warriors,Horde,Hyjal,EU,FR,Outlaw,12515.70
1161,Tsukûyomi,Goblin,Rogue,Redemption,Horde,Vol'jin,EU,FR,Outlaw,12514.90
1162,Saul,Blood Elf,Monk, ,,Stormscale,EU,,Windwalker,12514.60
1163,Basscannon,Human,Rogue,Shift,Alliance,Frostmourne,OC,,Subtlety,12514.40
1164,Gj,Blood Elf,Hunter,Sephtis,Horde,Thrall,US,,Havoc,12513.90
1165,Xylezrog,Human,Rogue,Death Jesters,Alliance,Stormrage,US,,Outlaw,12513.70
1166,Hüggý,Blood Elf,Rogue,Proper PoHNage,Horde,Twisting Nether,EU,,Outlaw,12512.90
1167,Zanteful,Blood Elf,Hunter,Waít for it,Horde,Ysondre,EU,FR,Havoc,12512.80
1168,Punkera,Blood Elf,Rogue,Damnation,Horde,Azralon,US,BR,Subtlety,12512.70
1169,Doomninja,Orc,Rogue,Mediocracy,Horde,Anetheron,US,,Outlaw,12512.60
1170,Kinsu,Blood Elf,Rogue,Remake,Horde,Thrall,EU,DE,Subtlety,12512.50
1171,Mataigrasa,Blood Elf,Rogue,Try Harder,Horde,Draenor,EU,,Subtlety,12512.30
1172,Bracius,Troll,Warlock,Deliverance,Horde,Stormreaver,EU,,Affliction,12512.20
1173,Henzö,Blood Elf,Rogue,Border Line,Horde,Dalaran,EU,FR,Subtlety,12510.40
1174,Atlai,Pandaren,Monk,Advance,Horde,Blackhand,EU,DE,Windwalker,12510.10
1175,Aeneid,Human,Monk,Cease and Desist,Alliance,Aszune,EU,,Windwalker,12509.50
1176,Krkaen,Void Elf,Rogue,Djungelpatrullen,Alliance,Ravencrest,EU,,Outlaw,12509.30
1177,Nuo,Undead,Rogue,The Wooly Mammoth,Horde,Barthilas,OC,,Subtlety,12509.20
1178,Flossidan,Night Elf,Hunter,Deus Ex,Alliance,Sargeras,US,,Havoc,12508.60
1179,Olynn,Undead,Rogue,Clique,Horde,Draenor,EU,,Subtlety,12508.40
1180,Daisuke,Human,Rogue,NerZ,Alliance,Dun Modr,EU,ES,Outlaw,12508.30
1181,Eneli,Blood Elf,Rogue,Square,Horde,Hyjal,EU,FR,Outlaw,12508.20
1182,Elnaelly,Void Elf,Monk,Leonis Rex,Alliance,Elune,EU,FR,Windwalker,12508.10
1183,Inzha,Void Elf,Mage,Stormwind Fried Ch..,Alliance,Ravencrest,EU,,Arcane,12507.70
1184,Thugwalker,Dwarf,Monk,Reload,Alliance,Dalaran,US,,Windwalker,12507.70
1185,Adabelo,Dwarf,Paladin,Ambition,Alliance,Sargeras,US,,Retribution,12507.40
1186,Noonè,Human,Rogue,Asgard,Alliance,Frostmourne,OC,,Subtlety,12506.70
1187,Salilsawarim,Dwarf,Rogue,Everything is Fine,Alliance,Whisperwind,US,,Subtlety,12505.60
1188,Likie,Blood Elf,Rogue, ,,Twisting Nether,EU,,Outlaw,12505.40
1189,Koxy,Night Elf,Rogue,Honolulu,Alliance,Sylvanas,EU,,Subtlety,12505.30
1190,Xamt,Void Elf,Rogue,Organized Chaøs,Alliance,Stormrage,US,,Subtlety,12505.20
1191,Skozqt,Blood Elf,Rogue,Plagueis,Horde,Archimonde,EU,FR,Subtlety,12504.90
1192,Sorki,Orc,Rogue,Adapt,Horde,Draenor,EU,,Outlaw,12504.70
1193,Makrofury,Night Elf,Rogue,ACE,Alliance,Frostmourne,OC,,Outlaw,12504.20
1194,Poisondude,Nightborne,Rogue,Cute Cats,Horde,Draenor,EU,,Outlaw,12504.20
1195,Shaity,Void Elf,Monk,First Light,Alliance,Dun Modr,EU,ES,Windwalker,12503.90
1196,Whipwhop,Human,Rogue,Shadow Munchers,Alliance,Silvermoon,EU,,Subtlety,12503.50
1196,Legná,Human,Rogue,Nygmä,Alliance,Dun Modr,EU,ES,Outlaw,12503.50
1198,Cornell,Blood Elf,Monk,Resonate,Horde,Bleeding Hollow,US,,Windwalker,12503.40
1199,Sperg,Blood Elf,Warlock,The LADS,Horde,Draka,US,,Affliction,12502.70
1200,Сид,Dwarf,Rogue,Бруталити,Alliance,Гордунни,EU,RU,Outlaw,12502.60
1201,Rael,Troll,Warlock,Smooth Jazz,Horde,Maelstrom,US,,Affliction,12502.50
1202,Lynth,Blood Elf,,Damnation,Horde,Azralon,US,BR,Frost,12502.20
1203,Kyoxygen,Blood Elf,Rogue,One Last Attempt,Horde,Archimonde,EU,FR,Subtlety,12501.90
1204,Démont,Blood Elf,Hunter,Bloody Wrath,Horde,Blackhand,EU,DE,Havoc,12501.50
1205,Furjinx,Troll,Warlock,Slack,Horde,Stormreaver,EU,,Affliction,12501.30
1206,Alienware,Blood Elf,Rogue,Endeavour,Horde,Deathwing,EU,,Subtlety,12500.60
1207,Drizzrogue,Blood Elf,Rogue, ,,Barthilas,OC,,Subtlety,12500.30
1208,Lucian,Blood Elf,Paladin,BlackLabel,Horde,Frostwolf,EU,DE,Retribution,12500.20
1209,Haacy,Night Elf,Rogue,Klovner i Kamp,Alliance,Silvermoon,EU,,Subtlety,12499.70
1210,Draenosh,Orc,Monk,Noted,Horde,Mug'thol,US,,Windwalker,12499.60
1211,Hasufer,Troll,Mage,Superbia,Horde,Kazzak,EU,,Arcane,12499.20
1212,Yelena,Blood Elf,Rogue,Half Credit,Horde,Area 52,US,,Outlaw,12499.10
1213,Bigcory,Orc,Monk,Equivalent Xchange,Horde,Zul'jin,US,,Windwalker,12498.80
1214,Darktheist,Void Elf,Warlock,No Hard Feelings,Alliance,Silvermoon,EU,,Affliction,12498.30
1215,Помпол,Orc,Rogue,Мрак,Horde,Ревущий фьорд,EU,RU,Outlaw,12498.30
1216,Saucerocket,Blood Elf,Rogue,Timelapse,Horde,Tichondrius,US,,Subtlety,12498.20
1217,Vâlanel,Void Elf,Rogue,Covenant,Alliance,Blackmoore,EU,DE,Outlaw,12497.60
1218,Naberus,Void Elf,Warlock,Depthcore,Alliance,Ravencrest,EU,,Affliction,12497.50
1219,Centurion,Blood Elf,Rogue,Crippling Progress..,Horde,Thrall,US,,Subtlety,12497.30
1219,Heelsticker,Goblin,Rogue,Legion of Darkness,Horde,Chamber of Aspects,EU,,Outlaw,12497.30
1221,Kelzàn,Blood Elf,Rogue,Quichons,Horde,Ysondre,EU,FR,Subtlety,12497.10
1222,Hampz,Pandaren,Rogue,Evergarden,Horde,Barthilas,OC,,Subtlety,12496.50
1223,Dwizi,Blood Elf,Hunter,Unic,Horde,Gorgonnash,EU,DE,Havoc,12496.40
1224,Alna,Blood Elf,Rogue,Les Sang Papiers,Horde,Cho'gall,EU,FR,Subtlety,12496.30
1225,Sloyde,Tauren,Paladin,Back to Business,Horde,Eldre'thalas,EU,FR,Retribution,12496.20
1226,Myekin,Blood Elf,Rogue,Myrmidons,Horde,Tichondrius,US,,Subtlety,12496.20
1227,Fahima,Blood Elf,Hunter,Gambit,Horde,Thrall,EU,DE,Havoc,12495.70
1228,Dewall,Tauren,Monk,sure why not,Horde,Ragnaros,EU,,Windwalker,12495.60
1229,Immuu,Void Elf,Rogue, ,,Stormrage,US,,Outlaw,12495.50
1230,Tirkr,Blood Elf,Hunter,Anomaly,Horde,Azralon,US,BR,Havoc,12495.30
1231,Royalmace,Human,Warlock,Afro Ninjas,Alliance,Dethecus,US,,Affliction,12495.20
1232,Extort,Blood Elf,Paladin,Internet Champions,Horde,Bleeding Hollow,US,,Retribution,12494.90
1233,Rexxine,Blood Elf,Rogue,genuine,Horde,Blackrock,EU,DE,Subtlety,12494.70
1234,Кильес,Blood Elf,Hunter,Мисклик,Horde,Ревущий фьорд,EU,RU,Havoc,12494.20
1235,Camgirl,Blood Elf,Rogue,Winds of Creation,Horde,Talnivarr,EU,,Outlaw,12493.40
1236,Winchêster,Human,Hunter,Honesty,Alliance,Kargath,EU,DE,Survival,12493.30
1237,Zireael,Void Elf,Rogue,RIP in Peace,Alliance,Sargeras,US,,Subtlety,12492.80
1238,Senizen,Blood Elf,Monk,As Is Tradition,Horde,Thrall,US,,Windwalker,12492.60
1239,Виндовозка,Human,Rogue,Рубль идёт вверх,Alliance,Черный Шрам,EU,RU,Outlaw,12492.40
1240,Sieghardt,Blood Elf,Rogue,Mimic,Horde,Zul'jin,US,,Outlaw,12492.30
1241,Лазуритт,Blood Elf,,Ромеро Парада,Horde,Свежеватель Душ,EU,RU,Frost,12492.20
1242,Nonuse,Blood Elf,Rogue,Raptor Logic,Horde,Sunstrider,EU,,Subtlety,12491.90
1243,Levî,Human,Rogue,Requiem,Alliance,Doomhammer,EU,,Outlaw,12491.80
1244,Фуз,Human,Rogue,У беляша,Alliance,Гордунни,EU,RU,Outlaw,12491.20
1245,Harlõck,Blood Elf,Rogue,Toast,Horde,Area 52,US,,Subtlety,12490.90
1246,Lilithyra,Blood Elf,Hunter,Epoch,Horde,Wyrmrest Accord,US,,Havoc,12490.80
1247,Inârogue,Blood Elf,Rogue,Slack N Die,Horde,Hyjal,EU,FR,Outlaw,12490.70
1248,Lockthebbq,Troll,Warlock,Crew,Horde,Tarren Mill,EU,,Affliction,12490.60
1249,Feychao,Blood Elf,Rogue,positive vibes,Horde,Blackmoore,EU,DE,Outlaw,12490.50
1250,Loktark,Orc,Rogue,AfterLife,Horde,Blackrock,US,,Outlaw,12490.30
1251,Clausfiesta,Orc,Rogue,Consilium,Horde,Kazzak,EU,,Subtlety,12490.30
1252,Itharabe,Human,Rogue,Bloody Tearz,Alliance,Dalaran,EU,FR,Outlaw,12490.20
1253,Sinixb,Void Elf,Warlock,Vindicatum,Alliance,Icecrown,US,,Affliction,12489.80
1254,Cóóby,Human,Rogue,Casually Competent,Alliance,Sargeras,US,,Outlaw,12489.70
1255,Animechan,Blood Elf,Rogue, ,,Blackhand,EU,DE,Subtlety,12489.60
1256,Solodh,Blood Elf,Hunter,Tha Lounge,Horde,Thrall,US,,Havoc,12489.50
1257,Retredtiger,Blood Elf,Paladin,Scrumpy,Horde,Magtheridon,EU,,Retribution,12489.40
1258,Kaishou,Gnome,Rogue,Two Steps From Hell,Alliance,Kirin Tor,EU,FR,Subtlety,12489.30
1259,Рам,Blood Elf,Rogue,Дальний Восток,Horde,Ясеневый лес,EU,RU,Outlaw,12488.90
1260,Rebon,Blood Elf,Paladin,Unic,Horde,Gorgonnash,EU,DE,Retribution,12488.80
1261,Ozmi,Dwarf,Rogue,Dominion,Alliance,Stormrage,US,,Outlaw,12488.70
1262,Grubidh,Blood Elf,Hunter,Rise,Horde,Blackrock,EU,DE,Havoc,12488.60
1263,Klowdrogue,Human,Rogue,STK,Alliance,Lightbringer,US,,Outlaw,12488.10
1264,Tàylorswift,Blood Elf,Rogue,Deadbeat Dads,Horde,Zul'jin,US,,Subtlety,12487.80
1265,Curlyfry,Night Elf,Hunter, ,,Proudmoore,US,,Havoc,12487.50
1265,Ukaku,Blood Elf,Hunter,dont touch my bread,Horde,Frostmourne,OC,,Havoc,12487.50
1267,Madafacka,Troll,Warlock,Ambitiøn,Horde,Sanguino,EU,ES,Affliction,12487.40
1268,Akìa,Blood Elf,Hunter,Trÿ Agaïn,Horde,Hyjal,EU,FR,Havoc,12487.20
1269,Fuhzíon,Orc,Hunter,Substance,Horde,Draenor,EU,,Beast Mastery,12487.20
1270,Äzmïr,Blood Elf,Hunter,Embody,Horde,Drak'thul,EU,,Havoc,12486.90
1271,Vinzita,Void Elf,Rogue,D I V I S I O N,Alliance,Zul'jin,US,,Outlaw,12486.70
1272,Malwi,Human,Rogue,Requiem DSH,Alliance,Antonidas,EU,DE,Outlaw,12486.70
1273,Ifly,Blood Elf,Paladin,Stress Test,Horde,Twisting Nether,EU,,Retribution,12486.60
1274,Taadha,Blood Elf,Hunter,Hostile,Horde,Blackhand,EU,DE,Havoc,12486.10
1275,Yuzumi,Blood Elf,Rogue,Disturbed,Horde,Arygos,EU,DE,Subtlety,12486.10
1276,Rmíi,Blood Elf,Rogue, ,,Archimonde,EU,FR,Subtlety,12485.60
1277,Santhil,Undead,Rogue,Eidolon,Horde,Ragnaros,EU,,Outlaw,12485.30
1278,Арулан,Night Elf,Hunter,Фан Мод,Alliance,Гордунни,EU,RU,Havoc,12485.20
1279,Grilljamil,Blood Elf,Rogue,Winds of Creation,Horde,Balnazzar,EU,,Outlaw,12485.10
1280,Aprovø,Blood Elf,Hunter,Apeks,Horde,Tichondrius,US,,Havoc,12485.10
1281,Lynnel,Blood Elf,Rogue,Calculated,Horde,Onyxia,EU,DE,Outlaw,12484.90
1282,Wp,Undead,Monk, ,,Twisting Nether,EU,,Windwalker,12484.80
1283,Twotemishq,Troll,Rogue, ,,Drak'thul,EU,,Outlaw,12484.80
1284,Malvidynn,Human,Hunter,Nexus,Alliance,Dalaran,US,,Survival,12484.70
1285,Såd,Undead,Rogue,Eat Sleep Game,Horde,Illidan,US,,Subtlety,12484.70
1286,Beusta,Blood Elf,Rogue,Nihilism,Horde,Draenor,EU,,Outlaw,12484.50
1287,Kinaxl,Blood Elf,Monk,No Bads Allowed,Horde,Tichondrius,US,,Windwalker,12484.50
1288,Frèyâ,Blood Elf,Hunter,Medieval,Horde,Illidan,US,,Havoc,12484.40
1289,Metâl,Blood Elf,Rogue,Grey Parses,Horde,Hyjal,EU,FR,Outlaw,12484.30
1290,Tòrchon,Undead,Rogue, ,,Hyjal,EU,FR,Outlaw,12483.80
1291,Catriax,Undead,Rogue,Rival,Horde,Twisting Nether,EU,,Subtlety,12483.40
1292,Demiourgos,Blood Elf,Hunter,Cult of the Doomed,Horde,Emeriss,EU,,Havoc,12483.30
1293,Babydragon,Void Elf,Rogue,Royal Flush,Alliance,Nethersturm,EU,DE,Outlaw,12482.90
1294,Лилтлюк,Night Elf,Rogue,Орден Рыцарей Света,Alliance,Гордунни,EU,RU,Outlaw,12482.90
1295,Blinkenzlulz,Troll,Mage,Boint of Ambekt,Horde,Ragnaros,EU,,Arcane,12482.80
1296,Howah,Void Elf,Rogue,Civitas,Alliance,Ravencrest,EU,,Outlaw,12482.70
1297,Бандикутик,Night Elf,Hunter,Адамантан,Alliance,Борейская тундра,EU,RU,Havoc,12482.40
1298,Mabó,Human,Hunter,Mörka Platsen,Alliance,Silvermoon,EU,,Beast Mastery,12482.30
1299,Sgtrage,Void Elf,Warlock,Pandamonium,Alliance,Magtheridon,US,,Affliction,12482.10
1300,Martén,Orc,Hunter,untitled spreadsheet,Horde,Eredar,EU,DE,Beast Mastery,12481.90
1301,Talthin,Blood Elf,Rogue,VLC,Horde,Draenor,EU,,Outlaw,12481.60
1302,Keldracos,Night Elf,Hunter,Blame it on Lag,Alliance,Sargeras,US,,Havoc,12481.60
1303,Psykos,Human,Rogue,communis non grata,Alliance,Mannoroth,EU,DE,Outlaw,12481.40
1304,Scratchh,Night Elf,Rogue,Group Therapy,Alliance,Ravencrest,EU,,Subtlety,12481.20
1305,Illidardi,Night Elf,Hunter,The Last Watch,Alliance,Frostmourne,OC,,Havoc,12481.20
1306,Vallion,Human,Rogue,Basaltfaust,Alliance,Die Aldor,EU,DE,Outlaw,12480.70
1307,Milksupply,Tauren,Monk, ,,Drak'thul,EU,,Windwalker,12480.20
1308,Iisz,Blood Elf,Rogue,kms,Horde,Barthilas,OC,,Subtlety,12480.20
1309,Cinístress,Blood Elf,Rogue,Jardogs,Horde,Shu'halo,US,,Outlaw,12479.60
1310,Vesi,Orc,Rogue,THICC Bois Only,Horde,Nathrezim,US,,Outlaw,12479.50
1311,Derpz,Void Elf,Rogue,No Hope For Humanity,Alliance,Frostmourne,OC,,Subtlety,12479.30
1312,Mossycleft,Night Elf,Rogue,Spoodermen,Alliance,Frostmourne,OC,,Outlaw,12479.10
1313,Chêffy,Blood Elf,Rogue,We Hate Mondays,Horde,Zul'jin,US,,Subtlety,12478.80
1314,Blulegend,Night Elf,Hunter,Style,Alliance,Sargeras,US,,Havoc,12478.40
1315,Darkweaver,Blood Elf,Hunter,Late Night Shenani..,Horde,Thrall,US,,Havoc,12478.20
1316,Docx,Blood Elf,Rogue,Midwinter,Horde,Sargeras,US,,Outlaw,12478.10
1317,Røchefort,Goblin,Rogue,Never Outgunned,Horde,Tarren Mill,EU,,Outlaw,12478.10
1318,Tbomx,Blood Elf,Rogue,What Does Dog Think,Horde,Madoran,US,,Outlaw,12477.80
1319,Iråsum,Nightborne,Warlock,Norrlands Guld,Horde,Tarren Mill,EU,,Affliction,12476.90
1320,Kalec,Blood Elf,Rogue,Predicted,Horde,Gul'dan,EU,DE,Outlaw,12476.80
1321,Trìpzter,Blood Elf,Rogue,Lunatics,Horde,Kazzak,EU,,Subtlety,12476.60
1322,Tweezi,Pandaren,Rogue,Any Given Tuesday,Horde,Blackhand,US,,Subtlety,12476.60
1323,Cpu,Blood Elf,Hunter,The LADS,Horde,Draka,US,,Havoc,12476.50
1324,Jaho,Goblin,Rogue,Barbarzyncy,Horde,Burning Legion,EU,,Outlaw,12476.50
1325,Punikl,Gnome,Rogue,I Merciless I,Alliance,Antonidas,EU,DE,Subtlety,12475.50
1326,Xonnorkms,Orc,Hunter,BBC NEWS,Horde,Kazzak,EU,,Beast Mastery,12475.50
1327,Skadoodlè,Blood Elf,Hunter, ,,Blackrock,EU,DE,Havoc,12474.90
1328,Asomm,Blood Elf,Hunter,Det Bare Banter,Horde,Tarren Mill,EU,,Havoc,12474.80
1329,Campfireman,Blood Elf,Rogue,Fused,Horde,Illidan,US,,Outlaw,12474.60
1330,Akiplay,Blood Elf,Rogue,SSEN,Horde,Tichondrius,US,,Subtlety,12474.20
1331,Nukkz,Undead,Rogue,Gronks,Horde,Barthilas,OC,,Subtlety,12473.60
1332,Mihz,Mag'Har Orc,Rogue,Edge of Insanity,Alliance,Blackhand,EU,DE,Subtlety,12473.30
1333,Regale,Troll,Hunter,ComeBack,Horde,Archimonde,EU,FR,Survival,12473.20
1334,Raldinn,Night Elf,Rogue,Blood and Tears,Alliance,Frostmourne,OC,,Outlaw,12473.10
1335,Kasildurr,Night Elf,Hunter,Taikaolennot,Alliance,Outland,EU,,Havoc,12472.70
1336,Adisek,Mag'Har Orc,Rogue,P A R A D O K S,Alliance,Burning Legion,EU,,Subtlety,12472.60
1337,Kutorixd,Night Elf,Rogue,Midnight Sanctuary,Alliance,Stormrage,US,,Subtlety,12472.50
1338,Dirtybastàrd,Blood Elf,Hunter,Server Transfer,Horde,Tichondrius,US,,Havoc,12471.80
1339,Nadyuiska,Gnome,Hunter,Game Over,Alliance,Proudmoore,US,,Survival,12471.80
1340,Natholexy,Blood Elf,Hunter,Rise Above,Horde,Azralon,US,BR,Havoc,12471.70
1341,Lattö,Blood Elf,Hunter,Surge,Horde,Eldre'thalas,EU,FR,Havoc,12471.60
1342,Dossou,Blood Elf,Hunter,Alacrity,Horde,Area 52,US,,Survival,12470.80
1343,Bÿz,Blood Elf,Rogue,WarGuilds,Horde,Throk'Feroth,EU,FR,Subtlety,12470.80
1344,Styxhutsu,Blood Elf,Hunter,Sanity,Horde,Twisting Nether,EU,,Havoc,12470.70
1345,Trixx,Night Elf,Rogue,Keystone Raiders,Alliance,Kel'Thuzad,US,,Subtlety,12470.60
1346,Десвилс,Orc,Rogue,Трава,Horde,Свежеватель Душ,EU,RU,Outlaw,12470.40
1347,Mkshr,Blood Elf,Rogue,untitled spreadsheet,Horde,Eredar,EU,DE,Subtlety,12470.30
1348,Qtilate,Human,Rogue,Biscuit Front,Alliance,Kel'Thuzad,US,,Outlaw,12470.10
1349,Killpaw,Pandaren,Rogue,Lobsters of Spice ..,Alliance,Silvermoon,EU,,Subtlety,12469.70
1350,Nattel,Undead,Rogue,Dreamstate,Horde,Draenor,EU,,Subtlety,12469.60
1351,Adenuga,Orc,Hunter,McGuild,Horde,Kazzak,EU,,Survival,12469.40
1352,Malilein,Orc,Rogue,Equilibria,Horde,Anub'arak,EU,DE,Outlaw,12468.80
1353,Ciuffohh,Human,Monk,Nightfall,Alliance,Well of Eternity,EU,,Windwalker,12468.80
1354,Retkikaappi,Troll,Warlock,Uimakoulu Titanic,Horde,Stormreaver,EU,,Affliction,12468.70
1355,Darkgôre,Blood Elf,,Without Respect,Horde,Hyjal,EU,FR,Frost,12468.30
1356,Sarvix,Undead,Rogue,Nice Ditch,Horde,Tichondrius,US,,Subtlety,12468.30
1357,Dreamlost,Troll,Warlock,Teh Slax,Horde,Arthas,US,,Affliction,12466.80
1358,Arbaxas,Undead,Rogue,Toast IlI,Horde,Area 52,US,,Outlaw,12466.60
1359,Tèki,Troll,Rogue,meidus absolutus,Horde,Blackmoore,EU,DE,Outlaw,12466.60
1360,Marvelx,Night Elf,Rogue,What Do,Alliance,Stormrage,US,,Outlaw,12466.50
1361,Ønglobal,Orc,Rogue,LA,Horde,Stormreaver,US,,Outlaw,12466.50
1362,Umbry,Troll,Warlock,Heuristics,Horde,Bleeding Hollow,US,,Affliction,12466.20
1363,Kronklez,Blood Elf,Warlock,Blood Legion,Horde,Illidan,US,,Affliction,12465.90
1364,Totemtwo,Gnome,Warlock,Club Camel,Alliance,Stormrage,US,,Affliction,12465.80
1365,Casual,Orc,Monk,Insomnia,Horde,Kazzak,EU,,Windwalker,12465.60
1366,Акселий,Void Elf,Rogue,Последний Оплот Св..,Alliance,Гордунни,EU,RU,Subtlety,12465.60
1367,Kios,Blood Elf,Rogue,Imba,Horde,Onyxia,US,,Outlaw,12465.20
1368,Ermergerd,Pandaren,Monk,Ineffable,Alliance,Turalyon,EU,,Windwalker,12464.70
1369,Mauwi,Blood Elf,Rogue,Open Mic,Horde,Bleeding Hollow,US,,Outlaw,12464.50
1370,Minifrdge,Troll,Mage,Nice Ditch,Horde,Tichondrius,US,,Arcane,12464.10
1371,Ляфун,Human,Rogue,Мы не готовы,Alliance,Гордунни,EU,RU,Outlaw,12464.10
1372,Trendi,Mag'Har Orc,Rogue,Hive,Horde,Hyjal,US,,Outlaw,12463.70
1373,Goop,Blood Elf,Rogue,Wolf Breed,Horde,Thaurissan,OC,,Outlaw,12463.60
1374,Zefr,Undead,Rogue,Death Penalty,Horde,Stormreaver,US,,Outlaw,12463.20
1375,Emotezz,Blood Elf,Rogue, ,,Draenor,EU,,Outlaw,12463.10
1376,Ðahlia,Pandaren,Monk,Earthshade,Horde,Draenor,EU,,Windwalker,12462.50
1377,Grugdug,Orc,Hunter,Necessary Evil,Horde,Eredar,EU,DE,Beast Mastery,12462.30
1378,Zobed,Undead,Rogue,Nagaz With Attitude,Horde,Sargeras,EU,FR,Outlaw,12462.20
1379,Noddehzz,Blood Elf,Hunter,Crysis,Horde,Burning Legion,EU,,Havoc,12461.80
1380,Niveajogi,Undead,Monk,Unscripted,Horde,Eredar,EU,DE,Windwalker,12461.70
1381,Sun,Blood Elf,Monk,Seems Good,Horde,Rivendare,US,,Windwalker,12461.40
1382,Noracursed,Blood Elf,Hunter, ,,Stormscale,EU,,Havoc,12461.30
1383,Krènzen,Blood Elf,Monk,Untitled Sequel,Horde,Area 52,US,,Windwalker,12461.10
1384,Gulpepitone,Orc,Warlock,Reason,Horde,Zul'jin,US,,Affliction,12460.70
1385,Hachi,Pandaren,Rogue,Cross Continental,Alliance,Lightbringer,US,,Subtlety,12460.20
1386,Mazikèen,Blood Elf,Hunter, ,,Frostwolf,EU,DE,Havoc,12459.70
1387,Bigdumb,Blood Elf,Hunter,Project,Horde,Kazzak,EU,,Havoc,12459.70
1388,Ieeww,Undead,Rogue, ,,Mannoroth,EU,DE,Outlaw,12458.70
1389,Виранэль,Blood Elf,Rogue,Маршрутка до Оргри..,Horde,Ревущий фьорд,EU,RU,Outlaw,12458.70
1390,Orexx,Human,Rogue,Relocked,Alliance,Blackmoore,EU,DE,Subtlety,12458.50
1391,Hordeshunter,Blood Elf,Hunter,Accession,Horde,Mal'Ganis,US,,Havoc,12458.30
1392,Изометрия,Night Elf,Rogue,Аргус,Alliance,Азурегос,EU,RU,Outlaw,12458.10
1393,Smoothii,Void Elf,Monk,The Chosen,Alliance,Antonidas,EU,DE,Windwalker,12457.90
1394,Dareynis,Human,Monk,Insomniatic Tenden..,Alliance,Scarlet Crusade,US,,Windwalker,12457.70
1395,Jazz,Blood Elf,,Strawberry Puppy K..,Horde,Area 52,US,,Frost,12457.60
1396,Truebauch,Orc,Hunter,meidus absolutus,Horde,Blackmoore,EU,DE,Survival,12457.60
1397,Suthix,Undead,Rogue,Jaded,Horde,Mal'Ganis,US,,Subtlety,12457.60
1398,Burtsar,Undead,Rogue,hey,Horde,Barthilas,OC,,Outlaw,12457.50
1399,Fatalqt,Human,Rogue,Potato,Alliance,Frostmourne,OC,,Subtlety,12457.50
1400,Twitchprime,Blood Elf,Rogue,Norrlands Guld,Horde,Tarren Mill,EU,,Subtlety,12457.30
1401,Iambored,Blood Elf,Paladin,fun,Horde,Illidan,US,,Retribution,12457.30
1402,Sharkpuncher,Orc,Rogue,Wined N Dined,Horde,Area 52,US,,Outlaw,12457.10
1403,Mazikèen,Blood Elf,Hunter, ,,Thrall,EU,DE,Havoc,12456.80
1404,Mazikèen,Blood Elf,Hunter, ,,Thrall,EU,DE,Havoc,12456.80
1405,Tâzk,Goblin,Rogue,Fire Dawn,Horde,Archimonde,EU,FR,Subtlety,12456.50
1406,Tàykà,Undead,,Free,Horde,Hyjal,EU,FR,Frost,12456.50
1407,Rivel,Night Elf,Rogue,In Omnia Paratus,Alliance,Well of Eternity,EU,,Outlaw,12456.40
1408,Chawy,Orc,Hunter,Aluren,Horde,Tarren Mill,EU,,Beast Mastery,12455.80
1409,Akou,Nightborne,Rogue,Ancestral Ties,Horde,Wyrmrest Accord,US,,Subtlety,12455.70
1410,Honkimfisty,Blood Elf,Monk,Tilted By Design,Horde,Kil'Jaeden,US,,Windwalker,12455.50
1411,Jústpláy,Tauren,Shaman,SAVAGE SQUAD,Horde,Ragnaros,EU,,Enhancement,12455.50
1412,Wiltzú,Blood Elf,Hunter,Työmaa,Horde,Stormreaver,EU,,Havoc,12455.20
1413,Gregery,Troll,Rogue,Project Zero,Horde,Kazzak,EU,,Subtlety,12455.10
1414,Cashmerekat,Troll,Mage,Metempsychosis,Horde,Illidan,US,,Arcane,12454.90
1415,Vladimira,Orc,Rogue,Immune to Taunt,Horde,Kazzak,EU,,Subtlety,12454.80
1416,Callmehorst,Troll,Warlock,Panta Rheî,Horde,Drak'thul,EU,,Affliction,12454.70
1417,Dibbxo,Troll,Hunter,Way to Toxic,Horde,Burning Legion,EU,,Beast Mastery,12454.60
1418,Maxclops,Human,Mage,Memento Mori,Alliance,Windrunner,US,,Arcane,12454.50
1419,Некосмерти,Troll,Warlock,Спектр,Horde,Ревущий фьорд,EU,RU,Affliction,12453.60
1420,Aardën,Human,Rogue,The Sanctuary,Alliance,Dalaran,US,,Outlaw,12453.40
1421,Kliff,Blood Elf,Hunter,Mantoads,Horde,Boulderfist,EU,,Havoc,12452.80
1422,Malinskrek,Undead,Rogue, ,,Tarren Mill,EU,,Subtlety,12452.60
1423,Justforfetch,Orc,Hunter,Dedicated Casuals,Horde,Drak'thul,EU,,Survival,12452.60
1424,Shahraz,Void Elf,Rogue,Orden Inmortal,Alliance,Exodar,EU,ES,Outlaw,12452.40
1425,Crimsonsnow,Blood Elf,Rogue,Village Idiot,Horde,Chamber of Aspects,EU,,Outlaw,12452.10
1426,Kreedzy,Blood Elf,Paladin,Exposed,Horde,Drak'thul,EU,,Retribution,12451.60
1427,Kreedzy,Blood Elf,Paladin,Exposed,Horde,Drak'thul,EU,,Retribution,12451.60
1428,Zanardkand,Void Elf,Rogue,Khazad Dum,Alliance,Ragnaros,US,,Outlaw,12451.40
1429,Méme,Troll,Mage,Phoeníx,Horde,Burning Legion,EU,,Arcane,12451.40
